Date,Err,SSN daily
2021.204,7.5,19.0
2021.207,3.4,13.0
2021.210,1.9,13.0
2021.213,3.6,13.0
2021.215,3.1,11.0
2021.218,6.2,8.0
2021.221,7.7,21.0
2021.224,2.5,27.0
2021.226,3.2,30.0
2021.229,3.1,26.0
2021.232,2.5,25.0
2021.235,6.1,19.0
2021.237,0.5,12.0
2021.240,2.9,12.0
2021.243,5.6,10.0
2021.246,1.8,0.0
2021.248,0.0,0.0
2021.251,0.0,0.0
2021.254,6.1,4.0
2021.257,3.8,13.0
2021.259,5.6,10.0
2021.262,7.4,6.0
2021.265,5.3,0.0
2021.268,1.7,0.0
2021.270,0.0,0.0
2021.273,2.1,0.0
2021.276,6.5,10.0
2021.279,5.9,14.0
2021.281,3.9,19.0
2021.284,2.7,21.0
2021.287,7.2,25.0
2021.289,14.5,35.0
2021.292,7.3,15.0
2021.295,3.4,19.0
2021.298,7.8,36.0
2021.300,6.9,57.0
2021.303,4.8,46.0
2021.306,8.2,44.0
2021.309,6.1,36.0
2021.311,10.8,54.0
2021.314,11.3,55.0
2021.317,8.0,50.0
2021.320,7.5,55.0
2021.322,8.1,46.0
2021.325,6.9,37.0
2021.328,7.2,29.0
2021.330,6.0,10.0
2021.333,0.0,0.0
2021.336,1.9,0.0
2021.339,0.0,0.0
2021.341,0.0,0.0
2021.344,0.0,0.0
2021.347,5.3,10.0
2021.350,2.8,16.0
2021.352,4.7,20.0
2021.355,4.7,33.0
2021.358,3.6,32.0
2021.361,4.2,33.0
2021.363,4.5,30.0
2021.366,3.6,26.0
2021.369,6.3,28.0
2021.371,4.9,13.0
2021.374,4.3,14.0
2021.377,5.9,28.0
2021.380,6.5,27.0
2021.382,4.9,20.0
2021.385,2.3,14.0
2021.388,6.6,19.0
2021.391,3.8,27.0
2021.393,10.6,31.0
2021.396,11.9,41.0
2021.399,7.0,41.0
2021.402,9.0,42.0
2021.404,5.0,30.0
2021.407,3.9,14.0
2021.410,5.8,28.0
2021.413,5.8,29.0
2021.415,4.1,20.0
2021.418,2.8,29.0
2021.421,2.6,29.0
2021.424,5.9,33.0
2021.426,3.3,38.0
2021.429,4.0,38.0
2021.432,6.0,50.0
2021.435,6.2,36.0
2021.437,3.6,27.0
2021.440,2.6,28.0
2021.443,5.2,20.0
2021.446,6.3,7.0
2021.448,4.6,16.0
2021.451,1.5,11.0
2021.454,1.2,11.0
2021.456,1.4,11.0
2021.459,1.5,12.0
2021.462,5.1,19.0
2021.465,1.7,15.0
2021.467,2.1,14.0
2021.470,2.2,13.0
2021.473,2.1,13.0
2021.476,1.6,11.0
2021.478,1.2,11.0
2021.481,1.5,23.0
2021.484,2.7,18.0
2021.487,4.2,34.0
